,string,valid
3660,BOCAFUCCCCADE,0
3661,BPTTVXPVXPTTVXPTTTVXPTTVSE,0
3662,BCJJJJILHJILHJJJJJIKE,0
3663,BADFHJILHJJJJJJIKE,0
3664,BADFHJJJJJJIKE,0
3665,BTXXTTTTTTTTTTVPXTTVVE,1
3666,BTSXVVTPXVVVTVE,0
3667,BADFHJJJJJJILGE,0
3668,BPTTVPXTTTVPXTTTTTVVE,1
3669,BPTTVPXTVPXTTTTVPXTVPSE,1
3670,BPVPXTTTVPXVVE,1
3671,BADFHILHJJJJJJJJILHILHILHJJJIKE,0
3672,BADDFHJJILHJJILGE,0
3673,BQMMNUCAFUCADE,0
3674,BTSSSSSXXVPXVPXTVPXTVPXVPSE,1
3675,BAFHJJILHILHILGE,0
3676,BCJJILHILHILHJJILGE,0
3677,BPTTTVPXTVPXTVPXTVPSE,1
3678,BMQUAFUCCCADE,0
3679,BTTTVPXVPXTTTVPXVVE,0
3680,BTSSXXTTTTVPXTTTTTTVPXTTVPXTTTTTVVE,1
3681,BOCCAFUCCCCCCCAFRE,0
3682,BPTTVPXTVPXVPXTTTVPSE,1
3683,BPTTTTTTTVPXTTVPXVVE,1
3684,BTSXXVPXVPXTTTTTTVPXTVVE,1
3685,BPTVPXTVPXTTTTTVPXVVE,1
3686,BTXXVPXTTTVPXTVPXVPXVPSE,1
3687,BMQUWWVZUWWVZUWWWWWVZRE,0
3688,BPTVXPTVXPTVXVE,0
3689,BNCCCCCCCCCCCCCCADE,0
3690,BTXXVPXTTTVPXTTTTVPXVPSE,1
3691,BQMMMNUAFUCCCCAFUADE,0
3692,BQMNUCCCCAFUCCADE,0
3693,BNAFUAFUAFUCADE,0
3694,BPSSSSSSXPXSXPSE,0
3695,BTSSSSSSSSXXTVPXTTTTTVVE,1
3696,BTSXPTVXPVXPTTTTVXVE,0
3697,BTXXTTTVPXTVPXTTVPXVPXTTVPSE,1
3698,BMOOOOOOOQUCCAFUCCCCADE,0
3699,BTSXPTTTTTTTTTTVXPTVSE,0
3700,BTXXTTTTTTTVPXVPXTTVVE,1
3701,BPTTTTTTVPXTVPXTTTTVPXVPSE,1
3702,BPVPXTTTTTTVPXTTVPXTVVE,1
3703,BADDDDDDFHJJJJJIKE,0
3704,BPVPXVPXTVPXVPXVPXVPSE,1
3705,BPSSSSXXTTTVPXVVE,0
3706,BTTVXSSSXVE,0
3707,BPTTTTVXPTTVXPVXPVSE,0
3708,BTSXXTTTTTTTVPXVPXTTVPXVPSE,1
3709,BTVPXTVPXVPXTVVE,0
3710,BPTVPXVPXVPXTTTVPXTTVVE,1
3711,BTSSXXVPXTTTTVPXTTTVPXTTVVE,1
3712,BNCCCCCAFUADE,0
3713,BPSSSXXVPXTVPXTVPSE,0
3714,BPVPXTVPXVPXTTTTTTVVE,1
3715,BNVZUWWWVZUWWWWWVZUWVYE,0
3716,BMQUWWVZUWWWWWWWWWVZUWVYE,0
3717,BTSXPVXPVXPTTTTTVXPTVSE,0
3718,BTSXXVPXVPXVPXVPXVPXVVE,1
3719,BPTVPXVPXVPXVPXVPXVPXVVE,1
3720,BPTTTTTTVPXVPXVVE,1
3721,BNCAFUCCAFUCAFUAFRE,0
3722,BPTTVPXVPXTVPSE,1
3723,BTVPXTVPXTTVVE,0
3724,BTSXPTTVXPTTVSE,0
3725,BPTTTTVPXVPXTTTTTTTTVVE,1
3726,BTVXXPXXPXXPXXPXSXVE,0
3727,BPVPXTVPXTVPXVPXVPXTVPSE,1
3728,BMOOOOQUCCCAFUCADE,0
3729,BPXXTTVPXVPXTVPXTVPXTVPXTVPXTVVE,0
3730,BTSSSSSSXXVPXTTVPXVPSE,1
3731,BTSXXTTTVPXTTTTVPXTTVPXTTVPXTTVVE,1
3732,BNWVZUWWVZUWWWVZUVZUVYE,0
3733,BTSXXVPXTTTTTTTVPXTTVPXVVE,1
3734,BTTVXSSXPXSSXVE,0
3735,BNVZUWVZUVZUWWVZRE,0
3736,BPTTTVPXTTTTVPXTTTTTVPXVVE,1
3737,BTVXXPXSXPXXPXXPXSSSSSXVE,0
3738,BTTTTTTTTTTVPXVPSE,0
3739,BPTTVPXTVPXVPXTVPXTTTTVVE,1
3740,BNVZUVZUVZUWVZUWWVZUWWVZUVYE,0
3741,BQMMNUCCAFUADE,0
3742,BQMMNUCCAFUAFRE,0
3743,BTSSXXTTTTVPXTTTTTVPXTVPXVVE,1
3744,BMOQUVZUWVZUVYE,0
3745,BTSXPVXPVXPVSE,0
3746,BPSSSSSSXXVPXTTVVE,0
3747,BTSSSXXVPXVPXTTTTTVPXVPXTTVVE,1
3748,BTXPTVXPVXPVXVE,0
3749,BPVPXTVPXTTTTVPXTTTVVE,1
3750,BPTTVPXTTVPXTTTTTTTVVE,1
3751,BPTTTTTTTVPXVVE,1
3752,BAFHJILHILHILHIKE,0
3753,BPTTTTVPXVPXVPXVVE,1
3754,BTVXSSSSSSXPXSSSSXPSE,0
3755,BTSXXTTTVPXTVPXTVPXTVPXTVVE,1
3756,BTSSSXXTVPXTVPXVPSE,1
3757,BTSXXTTVPXVPXTVPXTVVE,1
3758,BTXXTTTTTVPXTTTVPXTTVVE,1
3759,BCJJJILHJILHILHILHJIKE,0
3760,BTTTVXSSSXPXSXPXXVE,0
3761,BTXXSXVTPXTPXVTVE,0
3762,BQMMNUCCCAFUAFUADE,0
3763,BTTTVXSXPXSXPXSXVE,0
3764,BTSSSSSSSSSXXTVPSE,1
3765,BTXXTTVPXTVPSE,1
3766,BPTTTVPXTVPXVPXTTTVPSE,1
3767,BADDDDFHJILHJJILGE,0
3768,BTSSSSXXTTVPXTTTVPXVPSE,1
3769,BTSSSSSSSXXTVPXTVPXVPXTTTTTTTVPXVPSE,1
3770,BPSXXTVPXVPXTTTTTTTVVE,0
3771,BPTTTVPXTTTVPSE,1
3772,BMQUWVZUWWVZUWVYE,0
3773,BTSSSXXTTTTTVPXTTVPXTVVE,1
3774,BTSSXXVPXVPXTVPXTTTVPXTTTTTTVPSE,1
3775,BMOOOOOOQUAFUCCCADE,0
3776,BTSXXTVPXTTTVPXTTVVE,1
3777,BTXXTTVPXVPXVPXTVPXTTTTTVVE,1
3778,BTSXXTTVPXTVPXTTTTTTTTTTTTVVE,1
3779,BTSSSSSSSXXTTTVPXTTTVVE,1
3780,BADFHJILHJJJILGE,0
3781,BTXXTTTVPXTTVPXTVVE,1
3782,BOCCCCCCCCCAFRE,0
3783,BTSSXXVPXVPXVPXTVPXTTTVVE,1
3784,BTSXXTTTTTTTTTTTTVPXTTTVVE,1
3785,BTSXXTVPXVPXTVPXTTTVPXTVPXVPXTVPXTTTTTTVVE,1
3786,BPVPXTTTTVPXTVPXTTVPXTVPXVPXVPXVPSE,1
3787,BPVPXTTTVPXVPXTVPSE,1
3788,BADFHILHJJJJILHILGE,0
3789,BTTVXSSXPXXPSE,0
3790,BTSSXXTTTVPXVPXVPXVPXVVE,1
3791,BTSSSSSSXXTVPXVPXVPXTTTVPSE,1
3792,BPTVPXTTTVPXVPXTTTTTTVVE,1
3793,BTSXXVPXTTVPXTVPXVPSE,1
3794,BTSSSSSSSSSSSSSSXXTTVPXTVPXTTVVE,1
3795,BTTVXSSXPXSXPXSSXPSE,0
3796,BCJILHJJJJJJILHJILHJJJIKE,0
3797,BTXXTTTVPXVPXTTTTVVE,1
3798,BMOOOOQUWWVZUWWVZUVZRE,0
3799,BMOOOQUWWWVZUVZUWVZUWWWVZUWWWVZRE,0
3800,BTXXTVPXTTVPXTVPXVPSE,1
3801,BTTTTTTTTTTTTTTVPSE,0
3802,BTSSXPVXPTTTTVXPVSE,0
3803,BQMMMMMNUCCCCCAFUAFRE,0
3804,BTTVXXPXSSSSXVE,0
3805,BQNUCCCCCCAFUAFRE,0
3806,BTSSSSSSSSSSXXTVPXVPSE,1
3807,BTXXTTTVPXTVPXVPXTVPXVPSE,1
3808,BPTTTTVXPTVXPVXVE,0
3809,BADDFHJJILHILGE,0
3810,BTSSSSSSXXTVPXTTVPSE,1
3811,BTSSSXPVXPTTTTVXVE,0
3812,BNVZUWWVZUVZUWWWWVYE,0
3813,BTXXTTVPXTTTTTVPXTVPXVPSE,1
3814,BTSSXXTTTTTVPXTVPXVVE,1
3815,BMOQUCAFUCCCAFUAFRE,0
3816,BTSXXVPXTVPXTTTTTVPXTVVE,1
3817,BMQUCCCAFUAFUCAFRE,0
3818,BADDFHJJJIKE,0
3819,BPTTTTVPXVPXVPXTTVPXTTVVE,1
3820,BPTTTVPXVPXVPXTTTVVE,1
3821,BPSSSSSSSSSSXPSE,0
3822,BPVPXTTVPXVPXTTTVPXTTTTVPSE,1
3823,BADFHILHJJJJILHIKE,0
3824,BNAFUAFUCCAFUAFUADE,0
3825,BPTTTTTVXPTTTTTTVSE,0
3826,BPVPXTVPXTTTTVPXVPXTVPSE,1
3827,BADDFHJJJJIKE,0
3828,BTSXXVPXVPXTVVE,1
3829,BTXPVXPVXPTTTTTTVSE,0
3830,BAFHJJJJJJJIKE,0
3831,BCJJJJJJJJJJILHJILGE,0
3832,BPTTTVPXTTTVPXTTTTTTTTVPXTVPXVVE,1
3833,BTSXXVPXTVPXVPXTTVPSE,1
3834,BOAFUCCCCCAFUADE,0
3835,BTSXXTVPXVPXTTTTTVPXVPXVPXVPXTTVPSE,1
3836,BTSXXVPXTTTTTTTVPXTVPXTTTTVPSE,1
3837,BTSSXXTTTVPSE,1
3838,BTSSSXXTTTTTTVPXTVPXTTVVE,1
3839,BTXXTTTTTVPXTTVPXTTVPXTVPSE,1
3840,BPVPXTTVPXTTTVPXTVPXVVE,1
3841,BCJJILHILHJJILHILHJILGE,0
3842,BAFHJILHJJJJJJJIKE,0
3843,BTXXTTVPXTTTVPXTTVPXVPXTTVVE,1
3844,BMQUCCCCAFUCAFUCAFUAFRE,0
3845,BNWVZUWWWVZUWWWVYE,0
3846,BQMNUCAFUCAFUAFRE,0
3847,BPVPXVPXVPXVPXVPXTVPXTVVE,1
3848,BTSSXXTVPXTVVE,1
3849,BPVPXTTVPXTVPXTTVPXTTTVPXTVVE,1
3850,BPVPXTTVPXTTTVPXTTVVE,1
3851,BTVPXTVPXVPXVPXTVVE,0
3852,BTSXXTTTTTVPXTTTVPXVVE,1
3853,BPVPXTTTTTTTTTVPXTVPXTTTVPXTTTVVE,1
3854,BPSSXXTTTTTVPXTTVVE,0
3855,BTSXXVPXTTTVPXTVPXTVVE,1
3856,BTVXXPXSSSSSXPXSSXVE,0
3857,BPTTTVPXTVPXTVPXTTVPXTTVPSE,1
3858,BMOOOQUWWWWWVYE,0
3859,BPSXXVPXVPSE,0
3860,BTXXTTTVPXTVPXVPXVVE,1
3861,BTSSSSSXXTVPXTVPXVPXVVE,1
3862,BMQUCCAFUCADE,0
3863,BTSSXXTTTTTTTTTTTVPXTTVPSE,1
3864,BNCCAFUAFUAFUCADE,0
3865,BTSSSXXVPXVPXTTTVPXVPXVVE,1
3866,BMQUCCCCCCCCCCCAFUCCCCCAFUCCCADE,0
3867,BTTTTTTTTVXSSSSSSXPXXVE,0
3868,BPTVPXVPXTVPXTTTTTVPXTVVE,1
3869,BPVTPXVVVTPXVVVVTVE,0
3870,BPVPXVPXVPXTVPXVPXTTTVVE,1
3871,BPVPXTTVPXTVPXTTTTVPXVPXVVE,1
3872,BPTTVPXVPXTVPXVPXTTTTTVPXVVE,1
3873,BTSSXXTTTTTTTTTTTVPSE,1
3874,BTSSXXVPXVPXTVPXVPXTTVPXTTVPXTVVE,1
3875,BTSSSSSSXXTTTVPXTTTTVVE,1
3876,BTSXXTTVPXVPXTVPXTTTVPXTVPSE,1
3877,BADDFHILHJILHJJILHJJILHIKE,0
3878,BTSSSSSXXTTTVPXTTVPXTTTTTVVE,1
3879,BTXXTTTVPXTVPXTTTVPXVPSE,1
3880,BPVVVVVVVVTPXVTPXTVE,0
3881,BPVPXTTVPXTTVPXTTTVPXVPSE,1
3882,BTTTTTTTTTVXXPXXPSE,0
3883,BPSSSSSXPXXPXXVE,0
3884,BADDDFHJILHJJIKE,0
3885,BTXXTVPXVPXTTTTTTVPXTVPSE,1
3886,BMQUVZUVZUVZUWVYE,0
3887,BTSSSXXVPXVPXVPXTVPXTTTTTTVPXTTVVE,1
3888,BPTTVPXTTTTTVVE,1
3889,BPXPXSSSXPXSSXPXSSXVE,0
3890,BTSSSXXTTTVPXVPXVPXVPSE,1
3891,BTSXPTTTTVXPTTVSE,0
3892,BPTTTVPXTTTTTTTVPXVPSE,1
3893,BPTTVXPTTVXPTVSE,0
3894,BTXXTVPXTTVPXTTTTVPXVPSE,1
3895,BOCAFUAFUCCCCCAFRE,0
3896,BTSXXTTVPXTTVPXVPXVPSE,1
3897,BPTTTTVPXVPXVPXTTTVPXTTVVE,1
3898,BTSSSSXXVPXVPXVPXTTTVVE,1
3899,BPSSSSSXPXSSSSXPXSXVE,0
3900,BPTTTTVPXTVPXVPXTTTVVE,1
3901,BTTVXXPXSSSSXPXXPXSSXVE,0
3902,BPTVPXTTVPXTTVPXVVE,1
3903,BPTTVPXTVPXTVPXVPXVPSE,1
3904,BTTVXSSSXPXSSSSXVE,0
3905,BNCCCCCCAFUCCCCAFRE,0
3906,BTTTVPXTTTTTTTVVE,0
3907,BTXXSXVTPXVTPSE,0
3908,BPTTVPXTTTTTTVPXTVVE,1
3909,BMOOQUAFUCAFUCCAFUCADE,0
3910,BPTTTTTVPXVPXTVPXVPXTVVE,1
3911,BPTTTTTVPXTVPXTTVPXVPXTVPSE,1
3912,BADFHJJILHJIKE,0
3913,BTTTVXSSSSSSSXVE,0
3914,BTXSXVVVVVVTVE,0
3915,BTSSSXPTVXPTVXPVSE,0
3916,BTSXXTTTTTTTTTTTTVPXVVE,1
3917,BTSSSXXTTTVPXTVPSE,1
3918,BTTTVXSXPXSSXPXXPSE,0
3919,BTXXVPXTVPXVPXTTTTVPXVVE,1
3920,BPSSXXTTTVPXTVPSE,0
3921,BTVXSSSSXPXSSSSSXVE,0
3922,BPTTTTVPXTTTTTTVPXTVPXTTVPXTVVE,1
3923,BPTVPXTTTTTTTTTVPXTTTVPXTVPSE,1
3924,BTSSXXTVPXTTTTVPXVPXTTTTVVE,1
3925,BTSSSSXXTTTVPXTTTTVPXTVPXTTTTVVE,1
3926,BTXXTVPXTVPXTTTTTVPXTTVPSE,1
3927,BTSSSXXVPXTTVPXVPXTTVPSE,1
3928,BPSSSXXTTVVE,0
3929,BPTVPXTVPXTTTTVPXTVPXVVE,1
3930,BTSSXXVPXTTTTVPXTTTTTTTTTVPXVVE,1
3931,BTXXVPXVPXTTTTTVPXVPXVPSE,1
3932,BMOOOOOQUVZUWVZRE,0
3933,BTXXTVPXVPXTTTTTTVPXTTVVE,1
3934,BPVPXVPXTTVPXTTVPSE,1
3935,BTTTTTTTTVXSSSSXPSE,0
3936,BPTTTTVPXTTTTTTTTTTTTTTVVE,1
3937,BTSSSSXXTTTTTTVPXTTTVPXTTVPSE,1
3938,BPVPXTTTTTTVPXTTTVPXVVE,1
3939,BTTVXSXPXSSXPXXVE,0
3940,BTSXXTVPXTTTVPXVPXVPSE,1
3941,BTXXVPXVPXTVPXTTTTVPSE,1
3942,BMOOOOQUAFUAFUCADE,0
3943,BPXPXXPXSSXPXXPSE,0
3944,BQNUAFUCCCCAFUADE,0
3945,BMOOOOQUWVZUWVZRE,0
3946,BTSSXXVPXVPXTVPXVPXVVE,1
3947,BPSXXTTTTTVPXVPSE,0
3948,BOCAFUAFUAFUCCCAFUAFRE,0
3949,BTSXXVPXTVPXTTTTTTTVVE,1
3950,BPTVPXTTTVPXTTVPSE,1
3951,BTSSXXTTVVE,1
3952,BTSXXTVPXTVPXVPXVPXTVVE,1
3953,BQMNUAFUCCAFUCADE,0
3954,BTSSSXPTTTTVXVE,0
3955,BNCCAFUCAFUCCCCADE,0
3956,BTSXPTTTTVXVE,0
3957,BMOQUVZUVZUWWVZRE,0
3958,BTSSXXTVPXVVE,1
3959,BPSXPXXPXXPXXVE,0
3960,BTSSXXVPXTTVPXVPXTVVE,1
3961,BTXXTTTTTTTTTVPXTTTTVPSE,1
3962,BQNUCAFUAFRE,0
3963,BTSSXXTTVPXTTTTTTVPXVVE,1
3964,BTXXVPXTVPXVPSE,1
3965,BTSSSXPTTVXPTTTTVXPTVSE,0
3966,BMQUVZUWWWWWWVZRE,0
3967,BPTTTTTVPXTTTTTTVPSE,1
3968,BPTVPXVPXVPXTVPXTTVPXVPXTTTVPSE,1
3969,BPTVXPTTTTTTTVXPVXVE,0
3970,BTSSSSSSSXXVPXTVPXTVVE,1
3971,BQMMMNUCAFUCADE,0
3972,BQNUCCAFUCCCCCAFUCCCADE,0
3973,BNWWVZUWWVZUVZUVYE,0
3974,BNWWWWVZUWWWWVZUWVZRE,0
3975,BNVZUVZUWWVZUVZUWWVZRE,0
3976,BPTTVPXTTVPXTTTTVPXTVPXVPXVVE,1
3977,BTSSSSXXVPXTTVPXTVVE,1
3978,BOCCAFUCAFUCCADE,0
3979,BPTTTVPXTTTTTTTTVVE,1
3980,BTSXXVPXTTVPXTVPXTVVE,1
3981,BCILHILHJJJJJJJIKE,0
3982,BPVPXVPXTVPXTVVE,1
3983,BMOQUWWWWWWWWVZUVYE,0
3984,BTXXTTTTTVPSE,1
3985,BPTTTTTTVXPTTTTTVXVE,0
3986,BNWVZUWWWVZUWWVZRE,0
3987,BTSXXVPXTVPXTVPXVPXVPXTVPXVPSE,1
3988,BTSSXXTVPXTTVPXTVPXTVPSE,1
3989,BPVPXVPXTVPXTTTVPXVPSE,1
3990,BTXXVPXTTVVE,1
3991,BPSSXXVPXTTTVVE,0
3992,BPTVXPTTTVXPTVXPVXPTVSE,0
3993,BAFHILHILHJJJJJIKE,0
3994,BTSXXTTVPXTTVPXTVPXVVE,1
3995,BAFHJJJJILHJJILHJJIKE,0
3996,BTSSSSSSSXXVPXVPXVPSE,1
3997,BNCAFUCCCAFUAFUAFUCCCADE,0
3998,BMOQUCCCCCAFUADE,0
3999,BNVZUWWWVZUWWWVYE,0
4000,BTXXVPXVPXTTTTVPXVPSE,1
4001,BMOOOOOOOQUWVZUWWWWVZUVZRE,0
4002,BTSSXXTTTTTVPXTVPXTTVVE,1
4003,BADFHILHJJJILHJJIKE,0
4004,BQMMMNUCCCADE,0
4005,BTXXTVPXTTTTTVPXTTVPXVVE,1
4006,BTSSXXVPXVPXTVPXTTVPXTVPXVVE,1
4007,BTSSSSSXXVPXVPXVPXVVE,1
4008,BTXXVPXTVPXTTVPSE,1
4009,BCILHILHILHJJJIKE,0
4010,BTSSSSSXXTTVPXVPXVPXVPXTVVE,1
4011,BPVPXTTTVPXTTTVPXTVPXVVE,1
4012,BPSSSSSXPXSSXVE,0
4013,BTSSSSXXTTTVPXVPXTTTTVVE,1
4014,BPSSSXPXXPXSSSXPXXPSE,0
4015,BTTTTTTTVXSSXPXSSXVE,0
4016,BMOQUWWWWWWWVZRE,0
4017,BTXXVPXVPXTTTVPXTTVVE,1
4018,BTSSSXXTTTTTVPXTTTTTVPXTVVE,1
4019,BTSXXTVPXTTTTVPXTTVPXTTTVVE,1
4020,BPTVPXTTTTVPXTTVPXVPXVVE,1
4021,BTSSSSSXXTTTTTTVVE,1
4022,BTXXVPXTTTTTTVPXVPXTVVE,1
4023,BTSSXXTTTVPXVPXVPXTTTVVE,1
4024,BPTTTTTVPXVPXTTTTVPXTVPSE,1
4025,BTSSSXPVXPTVSE,0
4026,BPSSXXVPXVPXTTVVE,0
4027,BPVPXTTTVPXVPXTVPXVPXTVPXVVE,1
4028,BTSXXVPXTTTVPXTTTTTVPSE,1
4029,BTXXTVPXTTTTVVE,1
4030,BTSXXTVPXTTVPXTTTVVE,1
4031,BTSXPTTTTVXPVSE,0
4032,BMOQUWWWVYE,0
4033,BTSSSSSSSSSXXTVPXVPSE,1
4034,BTSSXXTTVPXTTTTTVPXVPXTTVPXTVPSE,1
4035,BPTTTTVPXTTVVE,1
4036,BCILHJJJJILHJJILGE,0
4037,BTSSXXTVPXTTTVPXVPXTVPSE,1
4038,BTXXTTTTTVPXVPXTTTVPXVPXVPXVVE,1
4039,BPTVPXTTVPXVPXVPXTTVPSE,1
4040,BMQUWVZUWWWWWVZRE,0
4041,BTTTTTTTTTTTTVVE,0
4042,BPTTTTTTTVPXTTVPXVPXVPSE,1
4043,BTSSSSXXTTVPXVPXTTVPXVPSE,1
4044,BTSXXTVPXVPXTVPSE,1
4045,BTSXXVPXTTTTTTTVPXTVPXVPXTVVE,1
4046,BTSSXXTVPXVPXTVPXVPXTVPSE,1
4047,BTSXPTTVXPTTTTVXVE,0
4048,BTSSXPVXPTTVXPTTVSE,0
4049,BPSSSSSSSSSSSXVE,0
4050,BAFHILHJJIKE,0
4051,BPTVPXTTVPXTTTTVPXVVE,1
4052,BCILHJJJILHJJJJJJJJIKE,0
4053,BTXXTTTTTTTTTTTTTVPXTTTTVVE,1
4054,BPVXPVXPVXPTVSE,0
4055,BTSXPVXPTTTTVXPTTVXPTVXPTTVXVE,0
4056,BMQUWWWVZUWWVZRE,0
4057,BTVPXTTVPXTVVE,0
4058,BMQUCCCCAFUAFUADE,0
4059,BTSXXVPXVPXVPXVPXVPXVPXTTTTTVVE,1
4060,BPTTVPXTTTTTVPXTVVE,1
4061,BPSXPXSSSSXPXSXPSE,0
4062,BTSXXTTTVPXTTVPXTVVE,1
4063,BTVPXVPXVPXTTVVE,0
4064,BTSXPVXPVXPTTTTTTVSE,0
4065,BTSXXTTVPXTTVPXTTVPXVPSE,1
4066,BTSSSSSXXVPXTTTTTVPXTTTTVPXVVE,1
4067,BTSXXTVPXVPSE,1
4068,BTTVXSSSSSXPXXPXXVE,0
4069,BPTVPXTTTTTTVPXVVE,1
4070,BPTTVPXTTTTVPXVVE,1
4071,BPTTTTTVPXVPXTVPXTVPXTVPSE,1
4072,BPVPXTTTVPXTVPXTTTVPXTVVE,1
4073,BOAFUAFUCCCCAFUCCAFRE,0
4074,BTSSSSSSXPTVXPTTTTTVXPVSE,0
4075,BMQUCCCCCCCCADE,0
4076,BPTTVPXTVPXTTTTVVE,1
4077,BADFHJJILHILHILGE,0
4078,BTSSSSSSSXXVPXTVPXTTVVE,1
4079,BPTTVPXVPXTVPXTTTTTTTTTTTVVE,1
4080,BPTTTTTTTVPXTVPXTVPXTTTTVVE,1
4081,BTSSSSXXTVPXVPXTTVVE,1
4082,BNAFUAFUCCCCCCCAFRE,0
4083,BTXXTVPXTTVPXTTTTTTVVE,1
4084,BMQUVZUWVZUWWVZRE,0
4085,BTSSXXVPXVPXTTVPXVPXVPSE,1
4086,BTSSXPVXPTVXPTVSE,0
4087,BTTTVXSSXPXXPXSSXVE,0
4088,BPTTTTTTTTTTVPXVPXTVVE,1
4089,BTSSXXVPXTVPXVVE,1
4090,BPTPXVVVVTVE,0
4091,BNAFUCAFUAFUAFUAFRE,0
4092,BTXXVPXTTTTTVPXVPXTTTVPSE,1
4093,BPSXXVPXTVPSE,0
4094,BPVVVVTPXVTPXTPSE,0
4095,BTSSSXXTTTTTTVPXTVPXTVVE,1
4096,BPVPXVPXVPXVPXTTTTVVE,1
4097,BTSXXTTTTTVPXTTTTVVE,1
4098,BNWWVZUWVZUWVZRE,0
4099,BMOQUCCCCADE,0
4100,BTVXSSSXPXSSSSXPXXVE,0
4101,BPTVPXTTVPXVPXTVPXTTVPSE,1
4102,BMOOOOOQUCAFUCAFUCAFRE,0
4103,BPTTVPXTTTVPXTVPXTTVPXTTTVPXTTVVE,1
4104,BPXPXXPXXPXSSSXVE,0
4105,BTSXXVPXTVPXVPXVPXVPSE,1
4106,BTSXPTVXPTTTVXVE,0
4107,BTXXXXSXTPXTPSE,0
4108,BTSSXPTVXPVXPTVSE,0
4109,BPSSXXTTTVVE,0
4110,BTSSSSSSXXTTTTVPXVPSE,1
4111,BTXXTTTTVPXTVPXTVPSE,1
4112,BTTTTTTTTVXXPXSXVE,0
4113,BTVXSSXPXSXPXSSXVE,0
4114,BCJILHJJJILHILHILHILGE,0
4115,BTXXTVPXTTTTVPXTTTVVE,1
4116,BTSSSSSXXVPXTTVPXVVE,1
4117,BPTTVPXTTTVPXTVPXVPXVVE,1
4118,BMQUWWWWWVZUWVZUVZUVZRE,0
4119,BTSXXTTTTTTTTTVVE,1
4120,BPVPXVPXTVPXTTTTTTTTTTVPSE,1
4121,BTSSSSSSSSSXXTVPXVVE,1
4122,BMOOOOOQUVZUVZUVYE,0
4123,BMOQUVZUWVZUWWWWWVZUVYE,0
4124,BPSXXTTVPXTVPXTTTTTTVVE,0
4125,BTTTTTVPXTTVPSE,0
4126,BPTTTVPXTTVPXTTTTTVPXVVE,1
4127,BPTTVXPTVXPTVXPTTTTTTTVSE,0
4128,BTSXXTTTTVPXTTTVPXTVPXVVE,1
4129,BPTVPXTTVPXTVPXTVPXVPXVVE,1
4130,BOCAFUCCCAFUADE,0
4131,BTXXVPXTTVPXTTTVPXTVPXTTTTVPXTVVE,1
4132,BMOOOOOOQUWVZUWWVYE,0
4133,BCJJJJJJJILHJILGE,0
4134,BTSXXTTTVPXTTTTTTVPXVVE,1
4135,BPXPXXPXSSSXVE,0
4136,BPSXXTTTTVPXTTVPSE,0
4137,BOAFUCCCAFUCAFUCCCAFRE,0
4138,BPTVPXTVPXTTTTVPXTTTVPXTTVPXVPSE,1
4139,BTSSSSSXXTTVVE,1
4140,BPTTVPXVPXTVPXVPXTTVVE,1
4141,BOCCAFUCAFRE,0
4142,BTSSSXXTTVPXVVE,1
4143,BPTVPXTTTVPXVPXTTTVPSE,1
4144,BPSSSSSXPXXPXSSSXPSE,0
4145,BPSXPXSSXPXXPXSSXPSE,0
4146,BTXXTTTTTTTVPXVPXVVE,1
4147,BTXXTVPXTVPXTTTVPXVPXTTVVE,1
4148,BTXXTVPXTTTTVPXTVPXTTVPSE,1
4149,BQMMNUAFUAFUCCCAFRE,0
4150,BTVXSSSXPXSXPXXPSE,0
4151,BOCCCAFUAFUCCCAFUADE,0
4152,BTSXPTVXPTVXPTTVXPTTTTTVXVE,0
4153,BADFHJJJILHILHIKE,0
4154,BTXXTTVPXTTTVPXTTTVPXTTTTTTTTVPSE,1
4155,BOCCAFUCCCCCCCADE,0
4156,BMOOOOOQUWWVZUWWWVZUVYE,0
4157,BADDFHILHJILHJJJJJILHJILGE,0
4158,BPTTTVPXTVPXVPXTTTTVPXVVE,1
4159,BTSXXTVPXTTTVPXVPXTVPXVVE,1
4160,BNCCCAFUCAFUCCCCCCCADE,0
4161,BPTTVPXVPXVPXTTTTVPXVPXVVE,1
4162,BTSSSSSXXTTTTVPXTTTTTVPSE,1
4163,BTSSSSXXTTTTVPXTVPXTVVE,1
4164,BTXXTTTTTTTTTVPXTTTVVE,1
4165,BPTTVPXTTTVPXTTTVPXVPXVPXVPSE,1
4166,BQNUCCCCCAFUCADE,0
4167,BPTTTTTTTTVPXTTTVVE,1
4168,BPTTTVPXVPXTTTTVPXTTVPSE,1
4169,BTSSXPTVXPTVXPTVXPTTVSE,0
4170,BPTTVXPTTVXPTTVXPTTVSE,0
4171,BTSXXTTTTTVPXTVPXTTTVVE,1
4172,BMOOOOOOOOOOOQUAFUADE,0
4173,BTSXXTVPXTVPXTVPXTTTTVVE,1
4174,BTSXXTVPXVPXTTVPXTTVVE,1
4175,BMOOOOOOQUVZUWVZUWVZUVZUVYE,0
4176,BNCCCCCCCAFUAFUADE,0
4177,BNCAFUCAFUCCCADE,0
4178,BPTTTTTTVPXTTTTTTVVE,1
4179,BTSXXVPXTTTVPXTTTVPXVVE,1
4180,BMOOOOOOOOOQUCADE,0
4181,BADDFHJILHJJJJILGE,0
4182,BTSSSXXVPXVPXVPXTTTTVPXTTTVPSE,1
4183,BPTTVPXTTTTTTTVPXVPSE,1
