string,valid
BPTTTTVPXTVPXTVPXVVE,1
BTSXXTVPXVPXVPXVPSE,1
BTSXXTVPXVPXTTTVPSE,1
BPTVPXVPXTTVPXTTTVPXVPXTTVVE,1
BTSSSSXXVPXVPXVPXVPXTVPSE,1
BTXXVPXVPXTTTTTVPXTVVE,1
BPTTTTTVPXVPXTTTVPXVVE,1
BPTTVPXVPXVPXTTVPXTVPSE,1
BTSSSSSSXXTTTTVPXTVPXTVVE,1
BPTTVPXTTVPXTVPXVPXVVE,1
BTXXTVPXTTTTTTVPXTVPXVPXVPSE,1
BTXXTTVPXVPXVPXVPXVPXVVE,1
BTSSSSSSSXXVPXVPXTTVVE,1
BTSSXXTTVPXVPXVPXTTTTVVE,1
BTXXTTTTVPXTTVPXTTTTTVPXTTTTVPXVVE,1
BTSSSXXVPXTTVPXTTTVPXTTTTTVPXVVE,1
BPTVPXTVPXTVPXVPXVVE,1
BTSSSXXTVPXTTTTTVVE,1
BTXXTVPXTTTVPXTTTVPXVPSE,1
BPTVPXTTTVPXTTTTVPSE,1
BPTVPXTTTTVPXVPXTVVE,1
BTSSXXTTVPXTVPXTTTTTTVPSE,1
BTXXTTVPXTTVPXTTVPSE,1
BTSSXXTTVPXTTTVPXTTTTTVPSE,1
BTSXXVPXTVPXVPXTVVE,1
BTSXXTTTTTTTTVPXTTTVVE,1
BPTTTTTTTTTVPXTVPXVPXVPSE,1
BPVPXVPXVPXVPXTTTTTTTTVVE,1
BTXXVPXVPXTTTVPXTVPSE,1
BTSSSSXXVPXTVPXTTTVPSE,1
BTXXVPXVPXVPXVPXTVPXTTTVPSE,1
BTXXTTTTTTTVPXTTTTVVE,1
BTXXTTTTTVPXVPXTTTTTVPXTTVVE,1
BPTTTTTTTVPXVPXTTVVE,1
BTSXXTVPXTVPXTTVPXTVVE,1
BPTTTVPXTTTVPXTVPXVVE,1
BTSXXVPXVPXTTTTTTTTTVVE,1
BPTTVPXVPXTTTTTTTTVVE,1
BTSSXXTTTTTTTVPXVPSE,1
BPTVPXTTTTVPXTVPXTVPSE,1
BTSXXVPXVPXVPXTTTVPXVPXVVE,1
BPTTVPXVPXTTTTTTVPXVPXTTVVE,1
BTSXXTVPXTTTTTVPXTVPXVPXTVVE,1
BTXXTTTTTTTTTVPXTVVE,1
BTXXVPXTTTTVPXTTTVPXVVE,1
BPTTTVPXTTVPXTTVPXTVPXTTTTVPXVVE,1
BTSSXXTVPXVPXTTTTTTTVVE,1
BTSSSXXTTTTTVPXVPXVPXTTVVE,1
BTSXXTTVPXVPXVPXVPXTTTTTVVE,1
BPTTTVPXVPXVPXTTVVE,1
BTSXXTVPXTTTTTVPXVPXVPSE,1
BTSSSSXXTVPXTVPXVPXTVVE,1
BTXXTTTVPXVPXTVPSE,1
BTSSSSSXXTVPXVPXTTVPSE,1
BPTVPXTTTTVPXTTVPSE,1
BTXXTVPXTTVPXTTTVPSE,1
BTXXVPXTVPXTVPXTTTTVVE,1
BTSSSXXTTTVPXVPXTTVPSE,1
BPVPXVPXTTVPXTVPXVPSE,1
BTSSXXTVPXTTTTVPXTVPXVVE,1
BTSSXXVPXTTTTVPXTVPXTVVE,1
BPTTTVPXTVPXTTTVPXTVVE,1
BTSXXTTTTTTTTTTVPXTTVVE,1
BTXXVPXTVPXTVPXTVPSE,1
BTXXTTVPXVPXTTVPXTVPXVVE,1
BPTVPXTTTTTTTTTVPXVVE,1
BTSSXXTTTVPXVPXTVPSE,1
BTXXTTTTTTTTTTTTTVPSE,1
BPVPXTTTVPXTTVPXVPXTTVPXTVPXVVE,1
BPTVPXTTTVPXVPXVPXVVE,1
BTXXTVPXTVPXVPXTTTVPXVPSE,1
BTXXVPXTVPXTTTTTVVE,1
BPTTTTTTTVPXTVPXVPSE,1
BTSSSSXXTTVPXTTVPXTTTVPSE,1
BPTTTTTTTTTTVPXTVPXTTVPXTTTTVPSE,1
BTXXTTVPXTTTTTTTTTVVE,1
BTSSSSXXTTTTTTVPXVPXTTTVVE,1
BPTVPXTVPXTTTTTTVPSE,1
BPTTTTTTTTTTVPXVVE,1
BPVPXVPXTTVPXVPXTTVVE,1
BTSSSSSSXXTTVPXTTVPXVPSE,1
BTXXTTTTVPXTVPXTVVE,1
BTSXXTTTTVPXTTTTTVPXTVVE,1
BTXXVPXVPXTTTVPXVPSE,1
BTSXXTTTVPXVPXTTVPXVPXVVE,1
BTSXXVPXTVPXVPXVPXTTVPSE,1
BTXXVPXVPXVPXVPXVPSE,1
BTSSSSXXTTTTVPXTTVVE,1
BPTTTTTVPXTTTTTTTTTTVVE,1
BTSSXXVPXTVPXTTVPXVPXTVPXVPSE,1
BTSXXVPXVPXVPXTTTVVE,1
BTSXXTTTTTTTTTTVPXTVPSE,1
BTXXVPXTTVPXTTVPXTVPXTVVE,1
BPVPXTTTVPXTTVPXVPXVPXTVVE,1
BPTVPXTTTVPXTVPXVPSE,1
BTSSSXXVPXVPXVPXVVE,1
BTSSSSSSSSSSXXVPXVPSE,1
BPVPXVPXTVPXTVPXTVPSE,1
BTSXXVPXTTTVPXTTTTVPXVVE,1
BTXXVPXTVPXTTTTTTTTVPXVPXTTTVPSE,1
BPTTVPXTTTTTTTVPXVPXVPSE,1
BPTVPXVPXTTTTTTTTTTTVVE,1
BTSXXTTTTTVPXTTTTVVE,1
BPTTVPXVPXTVPXVPXTVPSE,1
BTSSSXXTTTTTTTTTVPSE,1
BPVPXTTTVPXTVPXVVE,1
BTXXTTVPXTTVPXTVPXVVE,1
BPTTTTTTVPXTTTTVPXTTTVVE,1
BTXXTVPXTTTTVPXTTVPSE,1
BTSXXVPXTTVPXTTVPXTVPXVVE,1
BTXXTTTVPXTTVPXTTTVVE,1
BTXXTVPXTVPXTVPXVPSE,1
BPTTTVPXVPXTTVPXVPSE,1
BTXXTTTVPXVPXTTTVPXVVE,1
BTXXVPXTVPXTTTVPXTTTTTTVVE,1
BPTTTVPXTTTTTTVPXTTVVE,1
BTXXTVPXVPXTTVPXVPSE,1
BTSXXTVPXTTVPXTTTVVE,1
BPTTVPXTTVPXTVPXVVE,1
BTSSSSSSSSSXXTTTTTTVPSE,1
BTSSXXTTTVPXVPXVPXVVE,1
BTXXTTVPXVPXTTVPXTVPSE,1
BTSXXTVPXVPXTTTTTTVVE,1
BTSSXXVPXTVPXVPXTTVVE,1
BTSSSSSSSSSXXTTTVPSE,1
BTSSSXXTTTTTTTVPXTVPSE,1
BTXXTTTTVPXTTVPXTVVE,1
BPVPXTVPXTTTVPXTTVPSE,1
BTXXTTTTTTTTVPXTTTVPSE,1
BTSSXXVPXTVPXVPXTTVPXTVPXTTVVE,1
BTSSSSSXXTTTVPXTVPXVPSE,1
BTXXVPXTTTVPXVPXTTTTTTVPSE,1
BTSSSXXVPXTTTTTTTTTTVPXTTTTVVE,1
BPTTTVPXVPXVPXTTTTTVPSE,1
BPVPXTVPXVPXTVPXTTTTTTVVE,1
BTSXXVPXVPXTTVPXTTTVPSE,1
BTXXTTTTVPXTTTTVPXVPSE,1
BPTVPXVPXTVPXTTTTVPXTTVPXTVPXVPXTTTVPSE,1
BTSSSSSSXXVPXVPXVPSE,1
BPTVPXVPXTTVPXTVPXVVE,1
BTSSSXXTTTTVPXVPXTVPSE,1
BPTTTTTTTTVPXTTTVPXVPSE,1
BPTTTVPXTVPXTTVPXVPSE,1
BTSXXTVPXVPXTVPXTTTVPSE,1
BTXXTTVPXTTTTTTTTVVE,1
BTXXVPXVPXTTTTTTVVE,1
BTSSSSSSSSSSXXTVPSE,1
BPTTTTTTTVPXTTTTTTTVPSE,1
BTSSSSSSSXXVPXTTTTVVE,1
BPTVPXTTTTVPXTTTVPXTVVE,1
BPTTVPXTTTTVPXVPXTTTVPXVVE,1
BPTVPXTTVPXVPXVPXVPXTTTTTVVE,1
BTSSSXXTVPXVPXTVPXTVPXTVPXTTTTTVPXTVPSE,1
BPTVPXTVPXTTVPXVPXVVE,1
BPTTTTVPXVPXTVPXVPXVPSE,1
BPTVPXTTTTTTTTTTTTTTTVVE,1
BTSSXXTVPXTTVPXTTVPXTTVPSE,1
BTSSSSSSXXTTTVPXTTVVE,1
BTSSSSXXVPXVPXTTVVE,1
BTXXTTTVPXTTTTVPXVPXTTTVVE,1
BTXXTTVPXTTTTTTTVPXVVE,1
BTSSSSSSXXTTTTVPXTVPXTTVVE,1
BTXXVPXTVPXTTTVPXTTVPXVVE,1
BPTTTTVPXTTTVPXTTVPSE,1
BTXXTTTTTTVPXTTTTVVE,1
BTXXVPXTTVPXVPXTVPXTVVE,1
BTSSXXTTVPXTVPXVPXTTTTVVE,1
BTSSSSXXTTTTTTTTVPSE,1
BTSSXXTTTVPXVPXTTTTTTTVPSE,1
BTSSSSSXXVPXTTTVPXTVVE,1
BPVPXVPXTVPXTTTVPXTVPSE,1
BPTVPXTTVPXTVPXTTVVE,1
BTSXXTVPXTTTTVPXTTVPXVPSE,1
BPVPXTTVPXTTTVPXVPXTVVE,1
BPTTVPXTTTVPXTVPXTVPSE,1
BTSSXXTVPXVPXTVPXTTTTTVPXTTVVE,1
BTSSSSSSSSSXXTVPXVPSE,1
BPTTTTVPXVPXTTTTTVVE,1
BTSSXXTVPXTTTVPXVPXTTVPXTVPXTVPSE,1
BTSSSXXTTVPXTTVPXTVPXTTTTVPSE,1
BTXXTVPXVPXTTVPXTTTTTVVE,1
BTXXTTTTTTTVPXVPSE,1
BPTTTTVPXTVPXVPXVVE,1
BPVPXVPXTVPXTVPXTVVE,1
BPTVPXTTTTTVPXTTVVE,1
BTXXTTTVPXTVPXTVPXTVPXVVE,1
BTSSXXVPXTTTTTVPXTVVE,1
BTSXXTTVPXTTTTTTTVPSE,1
BTSSSXXTTTTVPXTTVPXTVVE,1
BPVPXTTTVPXTTVPXTVVE,1
BPTTTTTVPXVPXTTTTVPXTTTVVE,1
BTSXXTTVPXVPXTTVPXTTTVPXVVE,1
BTXXTTTTTTVPXVPXTTTTTTVPXVVE,1
BPTVPXVPXTTVPXTVPXVPSE,1
BPTTTTTTTTVPXVPXTTTVPXVVE,1
BTSXXTTVPXTVPXTVPXTTTTTVVE,1
BTXXTTTVPXVPXTTTTVVE,1
BPTVPXTTTTTTTTTVPXTVPSE,1
BTSSSXXTVPXVPXVPXTVVE,1
BPTTTTVPXTTTVPXVPXVPXTTVPSE,1
BTSSXXVPXVPXTTTTTVPSE,1
BPVPXTTTVPXVPXTTVPXTVVE,1
BTXXTTVPXTTVPXTVPXTTTVPSE,1
BTXXVPXVPXVPXTTVPXVPXVPSE,1
BTXXTTVPXTTTTVPXTTVVE,1
BTSSXXTVPXVPXTVPXVVE,1
BTXXTTTTVPXVPXTTVPXTTTVVE,1
BTSSSSXXTTTVPXTTTVVE,1
BTXXVPXTTVPXTVPXTVVE,1
BTXXTVPXVPXTTVPXTVVE,1
BTSSSSSSSSXXTTTTTTVPXTVVE,1
BTXXTVPXVPXTTTVPXVPXTVVE,1
BTXXTVPXTTTTTTTVPXTVVE,1
BPTVPXVPXVPXTTTTTVPSE,1
BTSSSXXTTTTTTTTVPXTVPSE,1
BTXXVPXTTTTTTTTVPXVPSE,1
BTSSSXXVPXVPXTVPXVVE,1
BTSXXTVPXTTVPXTTTVPSE,1
BPVPXTTTTVPXTVPXVPSE,1
BPVPXVPXVPXTTTTTVVE,1
BPVPXTTVPXVPXVPXTTTVVE,1
BTSXXTTVPXTVPXTTTTTTTTTTTTVVE,1
BPVPXTVPXVPXTTTTTVVE,1
BTXXTTVPXTTTTVPXTTTTVVE,1
BPTVPXVPXTTTTVPXTVPXVVE,1
BPTTTVPXTTVPXTTVPXTVVE,1
BPVPXVPXTTVPXTTVPSE,1
BTSSXXVPXTTVPXTTVPXVVE,1
BPVPXVPXTTTTTTTTTTTVPSE,1
BTSSSSSSXXVPXTVPXTTTTVPSE,1
BTXXTVPXTTVPXVPXTTTTVPSE,1
BPTTVPXVPXTTTVPXTVVE,1
BPVPXTTTVPXTTTTTTTVPXVPSE,1
BTSSSSXXVPXTVPXTTTVPXTVPSE,1
BTSSXXVPXTTVPXVPXVPSE,1
BPTTVPXTTTVPXTVPXTTVPXVPSE,1
BTXXTTVPXTTVPXVPXVPXVPXTVPSE,1
BPVPXTTVPXVPXTTVPXTTVPSE,1
BTSXXVPXTTTTVPXVPXTVVE,1
BPTTVPXTVPXVPXTVPXVPSE,1
BTSSXXTTTVPXTTVPXTVPXTVPSE,1
BPTVPXTTVPXTTVPXVPSE,1
BTSXXTTTVPXVPXTTTTVPXVPSE,1
BTSXXTTVPXVPXTTTVPSE,1
BTSSSSSXXVPXVPXTVPSE,1
BTXXTVPXTVPXTVPXTTTVPXTTTVVE,1
BTSXXTTTVPXVPXVPXTTTVPXTTTVVE,1
BPVPXVPXTTTTTVPXTVPXVVE,1
BPVPXTTVPXVPXTVPXTTVPSE,1
BTXXTTVPXTTTTTVPXTTTTVVE,1
BTSSSSSXXTVPXVPXVPXTVPXTVVE,1
BTSSSXXTVPXTTTTVPXVPSE,1
BTSSSSSSSXXTVPXTTVPSE,1
BTXXTTTTTTVPXTTVVE,1
BPTTTTTVPXTVPXVPXTVVE,1
BPTVPXTTTTTTTVPXTTTTTVVE,1
BPTTTTTVPXTVPXTTVPXVPXTVPSE,1
BTSSSSSSSSSSSXXVPXVVE,1
BTSSSXXVPXTTTVPXTVVE,1
BPTVPXTTTTTVPXVVE,1
BTXXVPXTTTTTTVPXVPSE,1
BTSXXTVPXTVPXTTTVVE,1
BPTTVPXVPXVPXVPXTTTTVVE,1
BTSSSSXXTTTTTTTTVPXVPXTTTVVE,1
BPVPXTTTVPXTVPXTTVPXTTVPSE,1
BPVPXVPXTTVPXTTTTVPSE,1
BTXXVPXVPXTTTTTTTVPXTVPSE,1
BPTTTTTVPXTTTTTTVPXTTTVVE,1
BTXXVPXTTTTTTTTVPXVVE,1
BPTTTTVPXTTVPXTVPXVPSE,1
BTSSXXVPXTTTVPXVPSE,1
BPVPXTTTTTTTTTVPXVPXTVVE,1
BTSXXTTTTVPXTTTVPSE,1
BTXXVPXVPXTVPXVPXVPXTTTTVPXTTTTTTVVE,1
BTXXTVPXTVPXTTVPXTVPXVPSE,1
BPVPXTTVPXTVPXTTVPXVVE,1
BTSSSXXVPXTTTTTTTTTVVE,1
BPTTVPXTTVPXTVPXTTVPXTVVE,1
BTSSXXTTTVPXTTTTVPSE,1
BPTTTTTTVPXTVPXTVVE,1
BTSSSSXXTVPXTTTTTVPXTTVVE,1
BTXXVPXTVPXTTTVPXVPSE,1
BTXXTTTVPXVPXTVPXVVE,1
BTSSSXXTTTVPXTVPXVVE,1
BPVPXTVPXTTVPXTVPXTTTTTTVVE,1
BPTTTVPXTVPXVPXVPXTTVPXVVE,1
BTSXXTVPXTVPXVPXTTVPXTTTVVE,1
BTXXVPXTTTVPXTTTTVVE,1
BTXXTTTTTVPXTVPXTTVPXVPXTTVVE,1
BTSXXVPXTTTVPXVPXTVPXTVVE,1
BTXXTVPXTVPXTTVPXTTVPXTVVE,1
BTSSSSXXVPXTTVPXVVE,1
BTXXVPXVPXVPXTTTVVE,1
BTSSXXTTVPXTTTTTTTTVVE,1
BTSSSXXTTTTTTVPXVPXTVVE,1
BTXXVPXTVPXTTVPXVPSE,1
BTSSSSSXXTTTVPXVVE,1
BTSXXTTTVPXVPXTTVPXTVPSE,1
BPVPXTTTTTVPXTTTVVE,1
BTXXTTTTTVPXVPXTVPSE,1
BTSSSXXTVPXTVPXTVPXVPXVPSE,1
BPTTVPXTVPXVPXVPXTTVVE,1
BPTVPXVPXTTTVPXTTTTVVE,1
BTXXTTVPXVPXVPXTTTVPSE,1
BTXXVPXTTVPXTTTVPXVVE,1
BPTVPXTVPXTTVPXTTVVE,1
BPVPXTTTTTTTVPXTVPSE,1
BTSSXXTVPXTTVPXTTTTTTTVPXVPXVVE,1
BPTTTVPXTVPXTTVPXTTTVPSE,1
BPVPXVPXVPXTTTTTTVPSE,1
BTXXTVPXVPXTTVPXTVPXVVE,1
BTSXXVPXTTTTVPXTTVPXVVE,1
BTSSSSXXTTTVPXTTVPXTVPXVVE,1
BTSSSSSSSSSXXTTTVPXTVVE,1
BTSXXTTVPXVPXTVPXTTVVE,1
BPTVPXTTTTVPXVPXTTVPXVVE,1
BTSSSSSSSSSSXXTTTVPSE,1
BTSSSXXVPXTTTVPXVPXVVE,1
BTSSSSSSSSSXXVPXTVVE,1
BPTTTTTVPXVPXTTTTVPXVVE,1
BTSXXVPXVPXTVPXTTVPXTVVE,1
BPVPXTTTVPXTTVPXVPSE,1
BPTTTTTTTTTTVPXTTVPSE,1
BPTTVPXTTTVPXTVPXVPXTVVE,1
BTXXTVPXTVPXTTTTTTTTVVE,1
BTSSSSXXVPXTTVPXTTTVVE,1
BTSSXXVPXTVPXTTTVPSE,1
BPVPXTVPXVPXTVPXVPXVVE,1
BTSXXVPXTTTTVPXTVPXTVVE,1
BTSSSSSXXTTVPXVPXTTVPSE,1
BTSSXXVPXTVPXTTTTVPSE,1
BTSSSSSSSXXVPXTTTVPSE,1
BTSSXXVPXVPXVPXTVVE,1
BPTTTTVPXVPXVPXTTTVPXTTTTTVPSE,1
BTXXTTVPXTVPXTTVVE,1
BPTVPXTVPXTTTTTTTVVE,1
BPVPXTTTVPXTTTTVVE,1
BTSSSSSSSSXXTTVPXTTTTVPXVPSE,1
BTSSSSXXTTVPXTTTTTTVPSE,1
BTSSSXXTVPXVPXTVVE,1
BTSXXTVPXTTTTTTTTTVPSE,1
BPTTTTVPXTTTVPXVPXVPXTVPXTVVE,1
BPTTTTTTTVPXTVPXTVPXVVE,1
BTXXTTVPXVPXTVPXVVE,1
BTSXXTTVPXTTTTTVPXTVPSE,1
BTXXVPXVPXTTTTVPXTTTVVE,1
BTSXXTVPXVPXVPXVPXVVE,1
BPVPXTTVPXTTVPXTVPXVVE,1
BTSSXXTTVPXVPXVPXVPSE,1
BTSSSSSSSSSXXTTVPXVVE,1
BPVPXTVPXVPXVPXTTTVVE,1
BPTTTTTTVPXTTTTTVPSE,1
BTSSXXTVPXTTVPXVPSE,1
BPTTTTTTTTTTTTTVPXTTVVE,1
BPTTTVPXTTTTTVPXTTTVVE,1
BPTTTTTVPXVPXTTTTVVE,1
BPTTTVPXVPXTVPXVPXVVE,1
BTXXVPXVPXVPXTVPXTVPXVPSE,1
BPVPXVPXTTTTTTTTTVVE,1
BTXXTVPXTVPXVPXVVE,1
BPTTTTTVPXTTTTTTVPSE,1
BTSXXTTTTVPXTTTTVPXTTVVE,1
BTSSSSXXTTTTTTTTTVVE,1
BTXXVPXVPXTVPXTTVPSE,1
BTSXXVPXTTTTVPXVVE,1
BTSSXXTTVPXTTVPXTTTTTVPXTVPSE,1
BPTVPXTTTVPXVPXVPXVPXTVPXTTVVE,1
BPTTTTTTTTVPXTVPXVPSE,1
BPTVPXVPXVPXTTTTTTTVPXTTVVE,1
BTXXTTTTTTTTTTTTVPXTVVE,1
BPVPXTTVPXVPXVPXVPXTVVE,1
BPVPXTVPXTTTTTVPXTVPSE,1
BTSSSSXXTTTTTVPXTTVPXTTVVE,1
BTSSSSSSXXVPXVPXTVPSE,1
BPTTTTVPXTTTTVPXTTVVE,1
BTSSXXTTVPXVPXTTVPSE,1
BTXXTTVPXTVPXTVPXVPXTVPXTVVE,1
BPTVPXTTTVPXTTTTTVPXVPSE,1
BPTTVPXTTVPXVPXTVPSE,1
BPVPXTTVPXVPXVPXVPXVVE,1
BTXXTVPXVPXTTTTTTVVE,1
BPTTVPXTVPXVPXVPXTTTTVPXVVE,1
BPTTTTTTTTTTTVPXVVE,1
BTSSSSSSXXTTTVPXTVPSE,1
BTSSSSXXTTTVPXTTVPXTTTVPSE,1
BTSSXXTTTVPXTVPXTTVPXVVE,1
BPTVPXVPXVPXTTVPXVPSE,1
BPVPXVPXTTTVPXTVPSE,1
BPVPXTTTTTVPXTVPXTTTVVE,1
BPTVPXTTVPXTTTVPXVPXTVPXTVVE,1
BTXXTVPXVPXTVPXTTVPXVVE,1
BTSSXXVPXVPXVPXTTTTVPSE,1
BTSXXTTVPXTTTTTTTTTVPSE,1
BTSXXVPXVPXVPXTVPXTTVPXVPXVVE,1
BTSSXXTVPXVPXTVPSE,1
BTSSSSXXTVPXVPXTTVVE,1
BPTTVPXVPXTTTTTTVPSE,1
BTXXTTTVPXTTTTTTTTTVVE,1
BPTVPXVPXTTTTTTTTTTVVE,1
BTSSSSSXXTTTTVPXTVVE,1
BTSSXXVPXTTTTVPXTTVVE,1
BPTTTTTTVPXTVPXVPSE,1
BPVPXVPXVPXTVPXTVPSE,1
BTXXTVPXTTTVPXTVPXTVPXVVE,1
BTSSXXTTVPXTVPXTVPXTVVE,1
BTSSSSXXTVPXTTTVPXVVE,1
BTSSSXXTTTTTTTTVPSE,1
BPTTTTTVPXTTTTTVPXVPSE,1
BTSSSSSSSXXTTTTTTTVPSE,1
BTSSSSSXXTTVPXTTVPSE,1
BTSXXVPXVPXTTVPXTTVVE,1
BTSSSSSXXTTTTTTTVPXVPXTVVE,1
BPVPXTTTVPXTVPXVPXVPXVPXTTVVE,1
BTSSSSSSSXXVPXVPXTTTVPXTVPSE,1
BPTTTTVPXVPXVPXVPXTTVVE,1
BTSXXTVPXTTVPXTTTTVVE,1
BTSXXTVPXTVPXVPXTVVE,1
BTSSSSSSSSXXVPXVPXVVE,1
BPTTVPXTVPXTTTTVPXTVPSE,1
BPTVPXTVPXVPXVPXTVPXVVE,1
BPTTTVPXTTTTTTTVPXTVPXTVVE,1
BPTTVPXVPXTTTTTVVE,1
BTXXTTVPXTTVPXTTTTVPXTVVE,1
BPTTTTTTTTVPXTTTVVE,1
BPTTTVPXTVPXVPXVPXTVPSE,1
BTSXXTTTTTTTVPXTTVVE,1
BPTTTTTTVPXVPXTTVPXTTTTTVVE,1
BTSXXVPXTVPXTTVPXTVPXVVE,1
BTSSSXXTTTVPXVPXVPXTVVE,1
BPVPXTTTTVPXTTVPSE,1
BTXXVPXVPXTTTTVPXTTTTVPXVVE,1
BPVPXVPXVPXTTVPXVPSE,1
BTXXTTTTTVPXTVPXTTVPSE,1
BTSXXVPXTTTVPXTTVVE,1
BPTTTTVPXVPXTVPXTTVVE,1
BPVPXVPXTTTVPXVPXTTVPSE,1
BTXXTVPXTVPXTTTTTVVE,1
BPTTVPXTVPXVPXTTTTVPXTTVVE,1
BTSXXVPXTTVPXTTVPXVVE,1
BTSSXXTTVPXTTTTVPXVVE,1
BPTTTTTTTTTTVPXTVPXTVPXTTTTTTVVE,1
BPVPXTTTTTTVPXTTTVPSE,1
BTXXTTVPXTTTVPXTVPXTVVE,1
BTSXXTTVPXTTTTVPXVPXTTVPSE,1
BTSXXTTTVPXTTVPXVPXVPSE,1
BPTVPXTTTVPXTTVPXTTVPSE,1
BPTVPXTTTVPXTVPXTTVPXVPSE,1
BTSSXXTTVPXTVPXTVPXVPSE,1
BPTVPXTTVPXTTVPXVPXVPXVPXVVE,1
BPTTTTVPXVPXVPXVPXTVVE,1
BTXXVPXTTVPXVPXTTVPSE,1
BPVPXVPXVPXTVPXTTTTVPXTTTTTTTVPSE,1
BTXXVPXVPXVPXVPXVPXVVE,1
BPTTTTVPXTTTTTTTTVPXTVVE,1
BTXXTTTVPXTTTTTTVVE,1
BPVPXTTTVPXTTTVPXTTTVPSE,1
BTXXTTVPXTTTTVPXTVPXVPSE,1
BPTTTTTTTTTTVPXVPXVPXTTVVE,1
BTXXTVPXTTVPXTTVPXTVVE,1
BPTTTTTTTVPXTTVPXVPSE,1
BPTVPXTTTVPXVPXVPXTVPXTVVE,1
BPTTTVPXTTTVPXTTTTTTTTVPXTVPXVVE,1
BTXXTTTVPXVPXTVPXTTTVPSE,1
BTSSSSSXXTTVPXVPXVPXTVVE,1
BTSSXXVPXVPXTTTVPXVPSE,1
BTSSXXVPXTTTTVPXTTTTVVE,1
BTXXTVPXVPXVPXVPXTVPXTVPSE,1
BTSSSSSXXTTTTVPXTTTVVE,1
BTSXXTTVPXTTTTTVPXVPXVVE,1
BTSXXTTTVPXTTTTTVVE,1
BTXXTVPXTVPXTTTTVVE,1
BTSSSSSSXXTTTVPXTVPXVVE,1
BTSSSSSSXXTVPXTTTTVVE,1
BPTTTTTVPXTTTVPXVPXTTTVVE,1
BPTTVPXVPXVPXVPXVPSE,1
BPVPXTTTTTTTVPXTVVE,1
BTSSXXTVPXTTVPXTTTVVE,1
BTSSSSSSSSSSXXTVPXTTTVVE,1
BTSSXXVPXTVPXTTTVPXTVVE,1
BPVPXTVPXVPXVPXVPXVPXVPSE,1
BPTTTTVPXTTTTVPXTVPSE,1
BTSXXTTTVPXTTTVPXTTTVVE,1
BTSSSSSSSSSXXTTTTVPXVVE,1
BTXXTTVPXTTVPXTVPXVPXVPXTVVE,1
BPTVPXTTTVPXTVPXVVE,1
BTSSSSSSSXXTVPXTTTTVVE,1
BTSXXTVPXVPXTTVPSE,1
BTSXXVPXTTTTVPXTTTTVPXVVE,1
BTXXVPXTTTVPXTTTTTVPXTVPSE,1
BTXXVPXVPXTTTTTVPXVPXTVVE,1
BTXXTTTTVPXTTTTTTVPSE,1
BPTTTTTTTTVPXTVPXTTTTTTTVPSE,1
BTSXXTVPXTTVPXTTVPXTVVE,1
BTSSXXTTTTVPXTVPXTTTTTTTVPSE,1
BPTVPXTTTVPXTTTTTTTVVE,1
BPTVPXVPXTTTTTVPXTVPXVPSE,1
BTSSXXTTTTTTTVPXTVVE,1
BTXXTTTTTTTTTTVPXVPXTTVPXTVVE,1
BPVPXVPXTTTTTVPXVPSE,1
BTSXXTVPXTTTTVPXVPSE,1
BTSXXTTTVPXTVPXVPXTVVE,1
BTSSSSSSXXVPXTTTTTVPXVVE,1
BTSSSXXVPXTTTTVPXTTVPXVVE,1
BTSXXTVPXVPXVPXTTTTTVVE,1
BTXXTTTVPXTVPXTTTTVPSE,1
BTXXTTTTTTTTTTVPXTTTVVE,1
BTSSSSXXTTTTTVPXTTVVE,1
BTSXXTTTTTTTTVPXTVPXVVE,1
BTSSSSSSXXTTTTVPXTTVVE,1
BPTTTVPXTVPXTTTTTTVPXTVPSE,1
BTXXVPXTTTVPXTTTVPXTTTVVE,1
BTSSSXXTVPXVPXTTTTTTVVE,1
BPTVPXTTTTVPXTTTTVVE,1
BTXXTTTVPXTVPXTTVPXVVE,1
BPTVPXVPXTTVPXVPXVPXVPSE,1
BPTTTTVPXTTVPXVPXTTVPSE,1
BPTTVPXVPXTTTVPXTVPXTTVVE,1
BPTTTTVPXVPXTVPXTTTVPXVPSE,1
BPVPXVPXTVPXTTVPXTTVPXVPXVVE,1
BTSXXVPXTVPXVPXVPXTVVE,1
BTSSXXTTTTTTTTTTTTVVE,1
BTSXXTTTTTVPXTVPXTVVE,1
BPTTTVPXTTVPXTTVPXTVPXVPXVPXTVVE,1
BPTTTTTVPXTVPXTVPXTVPSE,1
BPTTTVPXVPXVPXTVVE,1
BTXXVPXTTVPXTTVPXTTVPSE,1
BTSXXVPXTVPXVPXTTTTVPXTTVVE,1
BTSSXXTTTVPXTTTTVPXTVPXVVE,1
BPTTTTTTTTTTTVPXVPSE,1
BTSSSXXVPXVPXTVPXVPXVPXVVE,1
BPTVPXTTTTTTTTVPXTVPXVPXVVE,1
BTSSSSSSSSSXXVPXTVPSE,1
BTSSXXTTTVPXVPXTVPXTTTVVE,1
BPVPXTTVPXVPXVPXTTVVE,1
BTSXXTVPXTTTVPXVPXVPSE,1
BTXXVPXTTVPXVPXVPXVVE,1
BTSSXXTVPXTTVPXVPXTVPSE,1
BTXXVPXTVPXTTTVPXTTVVE,1
BTSSXXVPXTTTTVPXVPSE,1
BPTVPXVPXTTVPXVPXVVE,1
BTXXTTVPXTVPXVPXTTVPXVPXTTTTTTVPXVPSE,1
